name,style,weight,filename,post_script_name,full_name,copyright
Hind Guntur,normal,500,HindGuntur-Medium.ttf,HindGuntur-Medium,Hind Guntur Medium,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Guntur,normal,600,HindGuntur-SemiBold.ttf,HindGuntur-SemiBold,Hind Guntur SemiBold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Guntur,normal,700,HindGuntur-Bold.ttf,HindGuntur-Bold,Hind Guntur Bold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Jalandhar,normal,300,HindJalandhar-Light.ttf,HindJalandhar-Light,Hind Jalandhar Light,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Jalandhar,normal,400,HindJalandhar-Regular.ttf,HindJalandhar-Regular,Hind Jalandhar,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Jalandhar,normal,500,HindJalandhar-Medium.ttf,HindJalandhar-Medium,Hind Jalandhar Medium,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Jalandhar,normal,600,HindJalandhar-SemiBold.ttf,HindJalandhar-SemiBold,Hind Jalandhar SemiBold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Jalandhar,normal,700,HindJalandhar-Bold.ttf,HindJalandhar-Bold,Hind Jalandhar Bold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Kochi,normal,300,HindKochi-Light.ttf,HindKochi-Light,Hind Kochi Light,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Kochi,normal,400,HindKochi-Regular.ttf,HindKochi-Regular,Hind Kochi,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Kochi,normal,500,HindKochi-Medium.ttf,HindKochi-Medium,Hind Kochi Medium,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Kochi,normal,600,HindKochi-SemiBold.ttf,HindKochi-SemiBold,Hind Kochi SemiBold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Kochi,normal,700,HindKochi-Bold.ttf,HindKochi-Bold,Hind Kochi Bold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Madurai,normal,300,HindMadurai-Light.ttf,HindMadurai-Light,Hind Madurai Light,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Madurai,normal,400,HindMadurai-Regular.ttf,HindMadurai-Regular,Hind Madurai Regular,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Madurai,normal,500,HindMadurai-Medium.ttf,HindMadurai-Medium,Hind Madurai Medium,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Madurai,normal,600,HindMadurai-SemiBold.ttf,HindMadurai-SemiBold,Hind Madurai SemiBold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Madurai,normal,700,HindMadurai-Bold.ttf,HindMadurai-Bold,Hind Madurai Bold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Mysuru,normal,300,HindMysuru-Light.ttf,HindMysuru-Light,Hind Mysuru Light,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Mysuru,normal,400,HindMysuru-Regular.ttf,HindMysuru-Regular,Hind Mysuru,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Mysuru,normal,500,HindMysuru-Medium.ttf,HindMysuru-Medium,Hind Mysuru Medium,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Mysuru,normal,600,HindMysuru-SemiBold.ttf,HindMysuru-SemiBold,Hind Mysuru SemiBold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Mysuru,normal,700,HindMysuru-Bold.ttf,HindMysuru-Bold,Hind Mysuru Bold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Siliguri,normal,300,HindSiliguri-Light.ttf,HindSiliguri-Light,Hind Siliguri Light,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Siliguri,normal,400,HindSiliguri-Regular.ttf,HindSiliguri-Regular,Hind Siliguri Regular,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Siliguri,normal,500,HindSiliguri-Medium.ttf,HindSiliguri-Medium,Hind Siliguri Medium,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Siliguri,normal,600,HindSiliguri-SemiBold.ttf,HindSiliguri-SemiBold,Hind Siliguri SemiBold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Siliguri,normal,700,HindSiliguri-Bold.ttf,HindSiliguri-Bold,Hind Siliguri Bold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Vadodara,normal,300,HindVadodara-Light.ttf,HindVadodara-Light,Hind Vadodara Light,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Vadodara,normal,400,HindVadodara-Regular.ttf,HindVadodara-Regular,Hind Vadodara Regular,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Vadodara,normal,500,HindVadodara-Medium.ttf,HindVadodara-Medium,Hind Vadodara Medium,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Vadodara,normal,600,HindVadodara-SemiBold.ttf,HindVadodara-SemiBold,Hind Vadodara SemiBold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Hind Vadodara,normal,700,HindVadodara-Bold.ttf,HindVadodara-Bold,Hind Vadodara Bold,Copyright (c) 2015 Indian Type Foundry (info@indiantypefoundry.com)
Holtwood One SC,normal,400,HoltwoodOneSC.ttf,HoltwoodOneSC,Holtwood One SC,"Copyright (c) 2011, Vernon Adams (vern@newtypography.co.uk) with Reserved Font Name 'Holtwood'. All rights reserved."
Homenaje,normal,400,Homenaje-Regular.ttf,Homenaje-Regular,Homenaje Regular,"Copyright 2016 The Homenaje Project Authors (https://github.com/googlefonts/Homenaje), with Reserved Font Name \'Homenaje."
Ibarra Real Nova,normal,400,IbarraRealNova-Regular.ttf,IbarraRealNova-Regular,Ibarra Real Nova Regular,Copyright 2007 The Ibarra Real Nova Project Authors (https://github.com/googlefonts/ibarrareal)
Ibarra Real Nova,italic,400,IbarraRealNova-Italic.ttf,IbarraRealNova-Italic,Ibarra Real Nova Italic,Copyright 2007 The Ibarra Real Nova Project Authors (https://github.com/googlefonts/ibarrareal)
Ibarra Real Nova,normal,600,IbarraRealNova-SemiBold.ttf,IbarraRealNova-SemiBold,Ibarra Real Nova SemiBold,Copyright 2007 The Ibarra Real Nova Project Authors (https://github.com/googlefonts/ibarrareal)
Ibarra Real Nova,italic,600,IbarraRealNova-SemiBoldItalic.ttf,IbarraRealNova-SemiBoldItalic,Ibarra Real Nova SemiBold Italic,Copyright 2007 The Ibarra Real Nova Project Authors (https://github.com/googlefonts/ibarrareal)
Ibarra Real Nova,normal,700,IbarraRealNova-Bold.ttf,IbarraRealNova-Bold,Ibarra Real Nova Bold,Copyright 2007 The Ibarra Real Nova Project Authors (https://github.com/googlefonts/ibarrareal)
Ibarra Real Nova,italic,700,IbarraRealNova-BoldItalic.ttf,IbarraRealNova-BoldItalic,Ibarra Real Nova Bold Italic,Copyright 2007 The Ibarra Real Nova Project Authors (https://github.com/googlefonts/ibarrareal)
IBM Plex Mono,normal,100,IBMPlexMono-Thin.ttf,IBMPlexMono-Thin,IBM Plex Mono Thin,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,italic,100,IBMPlexMono-ThinItalic.ttf,IBMPlexMono-ThinItalic,IBM Plex Mono Thin Italic,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,normal,200,IBMPlexMono-ExtraLight.ttf,IBMPlexMono-ExtraLight,IBM Plex Mono ExtraLight,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,italic,200,IBMPlexMono-ExtraLightItalic.ttf,IBMPlexMono-ExtraLightItalic,IBM Plex Mono ExtraLight Italic,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,normal,300,IBMPlexMono-Light.ttf,IBMPlexMono-Light,IBM Plex Mono Light,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,italic,300,IBMPlexMono-LightItalic.ttf,IBMPlexMono-LightItalic,IBM Plex Mono Light Italic,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,normal,400,IBMPlexMono-Regular.ttf,IBMPlexMono,IBM Plex Mono,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,italic,400,IBMPlexMono-Italic.ttf,IBMPlexMono-Italic,IBM Plex Mono Italic,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,normal,500,IBMPlexMono-Medium.ttf,IBMPlexMono-Medium,IBM Plex Mono Medium,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,italic,500,IBMPlexMono-MediumItalic.ttf,IBMPlexMono-MediumItalic,IBM Plex Mono Medium Italic,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,normal,600,IBMPlexMono-SemiBold.ttf,IBMPlexMono-SemiBold,IBM Plex Mono SemiBold,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,italic,600,IBMPlexMono-SemiBoldItalic.ttf,IBMPlexMono-SemiBoldItalic,IBM Plex Mono SemiBold Italic,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,normal,700,IBMPlexMono-Bold.ttf,IBMPlexMono-Bold,IBM Plex Mono Bold,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Mono,italic,700,IBMPlexMono-BoldItalic.ttf,IBMPlexMono-BoldItalic,IBM Plex Mono Bold Italic,Copyright 2017 IBM Corp. All rights reserved.
IBM Plex Sans,normal,100,IBMPlexSans-Thin.ttf,IBMPlexSans-Thin,IBM Plex Sans Thin,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,italic,100,IBMPlexSans-ThinItalic.ttf,IBMPlexSans-ThinItalic,IBM Plex Sans Thin Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,normal,200,IBMPlexSans-ExtraLight.ttf,IBMPlexSans-ExtraLight,IBM Plex Sans ExtraLight,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,italic,200,IBMPlexSans-ExtraLightItalic.ttf,IBMPlexSans-ExtraLightItalic,IBM Plex Sans ExtraLight Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,normal,300,IBMPlexSans-Light.ttf,IBMPlexSans-Light,IBM Plex Sans Light,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,italic,300,IBMPlexSans-LightItalic.ttf,IBMPlexSans-LightItalic,IBM Plex Sans Light Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,normal,400,IBMPlexSans-Regular.ttf,IBMPlexSans,IBM Plex Sans,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,italic,400,IBMPlexSans-Italic.ttf,IBMPlexSans-Italic,IBM Plex Sans Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,normal,500,IBMPlexSans-Medium.ttf,IBMPlexSans-Medium,IBM Plex Sans Medium,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,italic,500,IBMPlexSans-MediumItalic.ttf,IBMPlexSans-MediumItalic,IBM Plex Sans Medium Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,normal,600,IBMPlexSans-SemiBold.ttf,IBMPlexSans-SemiBold,IBM Plex Sans SemiBold,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,italic,600,IBMPlexSans-SemiBoldItalic.ttf,IBMPlexSans-SemiBoldItalic,IBM Plex Sans SemiBold Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,normal,700,IBMPlexSans-Bold.ttf,IBMPlexSans-Bold,IBM Plex Sans Bold,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans,italic,700,IBMPlexSans-BoldItalic.ttf,IBMPlexSans-BoldItalic,IBM Plex Sans Bold Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,normal,100,IBMPlexSansCondensed-Thin.ttf,IBMPlexSansCond-Thin,IBM Plex Sans Condensed Thin,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,italic,100,IBMPlexSansCondensed-ThinItalic.ttf,IBMPlexSansCond-ThinItalic,IBM Plex Sans Condensed Thin Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,normal,200,IBMPlexSansCondensed-ExtraLight.ttf,IBMPlexSansCond-ExtraLight,IBM Plex Sans Condensed ExtraLight,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,italic,200,IBMPlexSansCondensed-ExtraLightItalic.ttf,IBMPlexSansCond-ExtraLightItalic,IBM Plex Sans Condensed ExtraLight Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,normal,300,IBMPlexSansCondensed-Light.ttf,IBMPlexSansCond-Light,IBM Plex Sans Condensed Light,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,italic,300,IBMPlexSansCondensed-LightItalic.ttf,IBMPlexSansCond-LightItalic,IBM Plex Sans Condensed Light Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,normal,400,IBMPlexSansCondensed-Regular.ttf,IBMPlexSansCond,IBM Plex Sans Condensed,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,italic,400,IBMPlexSansCondensed-Italic.ttf,IBMPlexSansCond-Italic,IBM Plex Sans Condensed Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,normal,500,IBMPlexSansCondensed-Medium.ttf,IBMPlexSansCond-Medium,IBM Plex Sans Condensed Medium,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,italic,500,IBMPlexSansCondensed-MediumItalic.ttf,IBMPlexSansCond-MediumItalic,IBM Plex Sans Condensed Medium Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,normal,600,IBMPlexSansCondensed-SemiBold.ttf,IBMPlexSansCond-SemiBold,IBM Plex Sans Condensed SemiBold,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,italic,600,IBMPlexSansCondensed-SemiBoldItalic.ttf,IBMPlexSansCond-SemiBoldItalic,IBM Plex Sans Condensed SemiBold Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,normal,700,IBMPlexSansCondensed-Bold.ttf,IBMPlexSansCond-Bold,IBM Plex Sans Condensed Bold,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Sans Condensed,italic,700,IBMPlexSansCondensed-BoldItalic.ttf,IBMPlexSansCond-BoldItalic,IBM Plex Sans Condensed Bold Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,normal,100,IBMPlexSerif-Thin.ttf,IBMPlexSerif-Thin,IBM Plex Serif Thin,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,italic,100,IBMPlexSerif-ThinItalic.ttf,IBMPlexSerif-ThinItalic,IBM Plex Serif Thin Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,normal,200,IBMPlexSerif-ExtraLight.ttf,IBMPlexSerif-ExtraLight,IBM Plex Serif ExtraLight,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,italic,200,IBMPlexSerif-ExtraLightItalic.ttf,IBMPlexSerif-ExtraLightItalic,IBM Plex Serif ExtraLight Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,normal,300,IBMPlexSerif-Light.ttf,IBMPlexSerif-Light,IBM Plex Serif Light,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,italic,300,IBMPlexSerif-LightItalic.ttf,IBMPlexSerif-LightItalic,IBM Plex Serif Light Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,normal,400,IBMPlexSerif-Regular.ttf,IBMPlexSerif,IBM Plex Serif,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,italic,400,IBMPlexSerif-Italic.ttf,IBMPlexSerif-Italic,IBM Plex Serif Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,normal,500,IBMPlexSerif-Medium.ttf,IBMPlexSerif-Medium,IBM Plex Serif Medium,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,italic,500,IBMPlexSerif-MediumItalic.ttf,IBMPlexSerif-MediumItalic,IBM Plex Serif Medium Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,normal,600,IBMPlexSerif-SemiBold.ttf,IBMPlexSerif-SemiBold,IBM Plex Serif SemiBold,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,italic,600,IBMPlexSerif-SemiBoldItalic.ttf,IBMPlexSerif-SemiBoldItalic,IBM Plex Serif SemiBold Italic,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,normal,700,IBMPlexSerif-Bold.ttf,IBMPlexSerif-Bold,IBM Plex Serif Bold,Copyright 2018 IBM Corp. All rights reserved.
IBM Plex Serif,italic,700,IBMPlexSerif-BoldItalic.ttf,IBMPlexSerif-BoldItalic,IBM Plex Serif Bold Italic,Copyright 2018 IBM Corp. All rights reserved.
Iceberg,normal,400,Iceberg-Regular.ttf,Iceberg-Regular,Iceberg,"Copyright (c) 2011, Cyreal (www.cyreal.org a@cyreal.org), with Reserved Font Name \Iceberg\."
Iceland,normal,400,Iceland-Regular.ttf,Iceland-Regular,Iceland,"Copyright (c) 2011, Cyreal (www.cyreal.org a@cyreal.org) with Reserved Font Name \Iceland\. This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL"
IM Fell Double Pica,normal,400,IMFELLDoublePica-Regular.ttf,IM_FELL_Double_Pica_Roman,IM FELL Double Pica Roman,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL Double Pica Roman
IM Fell Double Pica,italic,400,IMFELLDoublePica-Italic.ttf,IM_FELL_Double_Pica_Italic,IM FELL Double Pica Italic,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) with reserved name IM FELL Double Pica Italic
IM Fell Double Pica SC,normal,400,IMFeDPsc28P.ttf,IM_FELL_Double_Pica_SC,IM FELL Double Pica SC,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL Double Pica SC
IM Fell DW Pica,normal,400,IMFePIrm28P.ttf,IM_FELL_DW_Pica_Roman,IM FELL DW Pica Roman,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL DW Pica Roman
IM Fell DW Pica,italic,400,IMFePIit28P.ttf,IM_FELL_DW_Pica_Italic,IM FELL DW Pica Italic,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL DW Pica Italic
IM Fell DW Pica SC,normal,400,IMFePIsc28P.ttf,IM_FELL_DW_Pica_SC,IM FELL DW Pica SC,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL DW Pica SC
IM Fell English,normal,400,IMFeENrm28P.ttf,IM_FELL_English_Roman,IM FELL English Roman,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL English Roman
IM Fell English,italic,400,IMFeENit28P.ttf,IM_FELL_English_Italic,IM FELL English Italic,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL English Italic
IM Fell English SC,normal,400,IMFeENsc28P.ttf,IM_FELL_English_SC,IM FELL English SC,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL English SC
IM Fell French Canon,normal,400,IMFeFCrm28P.ttf,IM_FELL_French_Canon_Roman,IM FELL French Canon Roman,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL French Canon Roman
IM Fell French Canon,italic,400,IMFeFCit28P.ttf,IM_FELL_French_Canon_Italic,IM FELL French Canon Italic,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL French Canon Italic
IM Fell French Canon SC,normal,400,IMFeFCsc28P.ttf,IM_FELL_French_Canon_SC,IM FELL French Canon SC,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL French Canon SC
IM Fell Great Primer,normal,400,IMFeGPrm28P.ttf,IM_FELL_Great_Primer_Roman,IM FELL Great Primer Roman,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL Great Primer Roman
IM Fell Great Primer,italic,400,IMFeGPit28P.ttf,IM_FELL_Great_Primer_Italic,IM FELL Great Primer Italic,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL Great Primer Italic
IM Fell Great Primer SC,normal,400,IMFeGPsc28P.ttf,IM_FELL_Great_Primer_SC,IM FELL Great Primer SC,© 2007 Igino Marini (www.iginomarini.com mail@iginomarini.com) With Reserved Font Name IM FELL Great Primer SC
Imprima,normal,400,Imprima-Regular.ttf,Imprima-Regular,Imprima,"Copyright (c) 2012, Eduardo Tunni (http://www.tipo.net.ar edu@tipo.net.ar), with Reserved Font Name \Imprima\"
Inconsolata,normal,400,"Inconsolata[wdth,wght].ttf",Inconsolata-Regular,Inconsolata Regular,Copyright 2006 The Inconsolata Project Authors (https://github.com/cyrealtype/Inconsolata)
Inder,normal,400,Inder-Regular.ttf,Inder-Regular,Inder,Copyright (c) 2010 by Sorkin Type Co (eben@eyebytes.com) with Reserved Font Name Inder.
Indie Flower,normal,400,IndieFlower-Regular.ttf,IndieFlower-Regular,Indie Flower Regular,Copyright 2010 The Indie Flower Authors (kimberlygeswein.com)
Inika,normal,400,Inika-Regular.ttf,Inika,Inika,Copyright (c) 2011 by Constanza Artigas Preller (artigasconstanza@gmail.com). All rights reserved.
Inika,normal,700,Inika-Bold.ttf,Inika-Bold,Inika Bold,Copyright (c) 2011 by Constanza Artigas Preller (artigasconstanza@gmail.com). All rights reserved.
Inknut Antiqua,normal,300,InknutAntiqua-Light.ttf,InknutAntiqua-Light,Inknut Antiqua Light,Copyright (c) 2014 by Claus Eggers Srensen (es@forthehearts.net).
Inknut Antiqua,normal,400,InknutAntiqua-Regular.ttf,InknutAntiqua-Regular,Inknut Antiqua Regular,Copyright (c) 2014 by Claus Eggers Srensen (es@forthehearts.net).
Inknut Antiqua,normal,500,InknutAntiqua-Medium.ttf,InknutAntiqua-Medium,Inknut Antiqua Medium,Copyright (c) 2014 by Claus Eggers Srensen (es@forthehearts.net).
Inknut Antiqua,normal,600,InknutAntiqua-SemiBold.ttf,InknutAntiqua-SemiBold,Inknut Antiqua SemiBold,Copyright (c) 2014 by Claus Eggers Srensen (es@forthehearts.net).
Inknut Antiqua,normal,700,InknutAntiqua-Bold.ttf,InknutAntiqua-Bold,Inknut Antiqua Bold,Copyright (c) 2014 by Claus Eggers Srensen (es@forthehearts.net).
Inknut Antiqua,normal,800,InknutAntiqua-ExtraBold.ttf,InknutAntiqua-ExtraBold,Inknut Antiqua ExtraBold,Copyright (c) 2014 by Claus Eggers Srensen (es@forthehearts.net).
Inknut Antiqua,normal,900,InknutAntiqua-Black.ttf,InknutAntiqua-Black,Inknut Antiqua Black,Copyright (c) 2014 by Claus Eggers Srensen (es@forthehearts.net).
Inria Sans,normal,300,InriaSans-Light.ttf,InriaSans-Light,Inria Sans Light,Copyright 2017 The Inria Sans Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Sans,italic,300,InriaSans-LightItalic.ttf,InriaSans-LightItalic,Inria Sans Light Italic,Copyright 2017 The Inria Sans Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Sans,normal,400,InriaSans-Regular.ttf,InriaSans-Regular,Inria Sans Regular,Copyright 2017 The Inria Sans Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Sans,italic,400,InriaSans-Italic.ttf,InriaSans-Italic,Inria Sans Italic,Copyright 2017 The Inria Sans Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Sans,normal,700,InriaSans-Bold.ttf,InriaSans-Bold,Inria Sans Bold,Copyright 2017 The Inria Sans Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Sans,italic,700,InriaSans-BoldItalic.ttf,InriaSans-BoldItalic,Inria Sans Bold Italic,Copyright 2017 The Inria Sans Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Serif,normal,300,InriaSerif-Light.ttf,InriaSerif-Light,Inria Serif Light,Copyright 2017 The Inria Serif Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Serif,italic,300,InriaSerif-LightItalic.ttf,InriaSerif-LightItalic,Inria Serif Light Italic,Copyright 2017 The Inria Serif Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Serif,normal,400,InriaSerif-Regular.ttf,InriaSerif-Regular,Inria Serif Regular,Copyright 2017 The Inria Serif Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Serif,italic,400,InriaSerif-Italic.ttf,InriaSerif-Italic,Inria Serif Italic,Copyright 2017 The Inria Serif Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Serif,normal,700,InriaSerif-Bold.ttf,InriaSerif-Bold,Inria Serif Bold,Copyright 2017 The Inria Serif Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inria Serif,italic,700,InriaSerif-BoldItalic.ttf,InriaSerif-BoldItalic,Inria Serif Bold Italic,Copyright 2017 The Inria Serif Project Authors (https://github.com/BlackFoundryCom/InriaFonts)
Inter,normal,400,"Inter[slnt,wght].ttf",Inter-Regular,Inter-Regular,Copyright 2020 The Inter Project Authors (https://github.com/rsms/inter)
Istok Web,normal,400,IstokWeb-Regular.ttf,IstokWeb-Regular,Istok Web Regular,"Copyright (c) 2008-2014, Andrey V. Panov (panov@canopus.iacp.dvo.ru), with Reserved Font Name Istok"
Istok Web,italic,400,IstokWeb-Italic.ttf,IstokWeb-Italic,Istok Web Italic,"Copyright (c) 2008-2014, Andrey V. Panov (panov@canopus.iacp.dvo.ru), with Reserved Font Name Istok"
Istok Web,normal,700,IstokWeb-Bold.ttf,IstokWeb-Bold,Istok Web Bold,"Copyright (c) 2008-2014, Andrey V. Panov (panov@canopus.iacp.dvo.ru), with Reserved Font Name Istok"
Istok Web,italic,700,IstokWeb-BoldItalic.ttf,IstokWeb-BoldItalic,Istok Web Bold Italic,"Copyright (c) 2008-2014, Andrey V. Panov (panov@canopus.iacp.dvo.ru), with Reserved Font Name Istok"
Italiana,normal,400,Italiana-Regular.ttf,Italiana-Regular,Italiana,Copyright (c) 2011 by Santiago Orozco (hi@typemade.mx) with reserved name Italiana
Italianno,normal,400,Italianno-Regular.ttf,Italianno-Regular,Italianno,"Copyright (c) 2011 TypeSETit, LLC (typesetit@att.net), with Reserved Font Name \Italianno\"
Itim,normal,400,Itim-Regular.ttf,Itim-Regular,Itim,"Copyright (c) 2015, Cadson Demak (info@cadsondemak.com), Copyright (c) 2014, Pablo Impallari (www.impallari.com|impallari@gmail.com)"
Jacques Francois,normal,400,JacquesFrancois-Regular.ttf,JacquesFrancois-Regular,Jacques Francois,"Copyright (c) 2011, Cyreal (www.cyreal.org a@cyreal.org) with Reserved Font Name 'Jacques Francois'"
